id,title,manufacturer,price
1991,microsoft word 2004 upgrade for mac os x apple & mac software,,108.95
1992,corel ulead dvd workshop 2 authoring software,,299.95
1993,adobe audition 2.0 software pro audio digital editing environment for windows upgrade version .,,122.95
1994,madison media software ssda3000 sony sound effects series vol 1 through 10,sony-pictures-digital-entertainment,370.97
1995,adobe photoshop cs3 extended software full version for macintosh,,969.0
1996,adobe photoshop cs3 extended software full version for windows,,969.0
1997,star wars empire at war ( mac intel ),,49.99
1998,stationery design studio ( win 98 me 2000 xp ),,19.99
1999,sony vegas 6 video editing software professional editing software,sony-pictures-digital-entertainment,99.0
2000,apple software m9372z/a final cut express 2.0 upgrade,apple software,79.99
2001,redshift 5 ( national geographic presents ) ( win 98 me 2000 xp ),,39.99
2002,pc-cillin internet security 2007 3-user ( win me 2000 xp ),,49.95
2003,onone software pxe-11433 pxl smartscale elect 1-user english mac/win,onone software,158.99
2004,aquarium 3-in-one limited edition ( win 95 98 me 2000 xp/mac 10.1 or higher ),,19.95
2005,viacad 2d/3d ( win 2000 xp vista ),,99.95
2006,daylite v3 .0 marketcircle ( mac 10.4 or later ),,149.0
2007,coreldraw graphics suite x3 upgrade ( win 98 me nt 2000 xp vista ),,179.0
2008,reel deal casino championship edition ( win 98 me nt 2000 xp ),,19.95
2009,printmaster gold v 17.0 ( win 98 me 2000 xp ),,19.95
2010,restricted area ( win 98 me 2000 xp ),,19.99
2011,merriam-webster english dictionary ( win 2000 xp/mac 10.3.8 or later ),,9.99
2012,cute ftp ( win 95 98 me nt 2000 xp ),,39.99
2013,adobe photoshop cs3 ( mac os x v. 10.4.8 ),,649.0
2014,microsoft 121-00324 visual studio team suite 2005 with msdn premium subscriptions complete product software development standard 1 user ( s ) complete product english pc - free shipping,,10015.97
2015,bling software limited safekeeper plus,,39.99
2016,mariner software macjournal v4,,39.99
2017,kaspersky anti-virus 6.0 ( pc ),,59.99
2018,apple final cut express hd 3.5 video editing software for mac av production software,,299.0
2019,microsoft 122-00411 visual studio 2005 team edition for software testers with msdn premium subscription renewal complete product programming tool standard 1 user ( s ) complete product english pc - free shipping,,2069.97
2020,canopus let 's edit video editing software win consumer video editing software,,99.95
2021,palmspring software 523 oxford american desk dictionary,palmspring software,24.2
2022,global software a1055 i love the usa,global-software-publishing,11.99
2023,absolute software lfl-m2-36 computrace lojack for laptops 3 year license mac 10.2 or higher,,80.97
2024,webroot software 54210 desktop firewall,webroot software,26.99
2025,punch software 42100 punch ! home design architectural series 18 ( small box ),punch software,119.99
2026,punch software 35100 punch ! professional home design suite ( small box ),punch software,62.99
2027,apple software m9372z/a final cut express 2.0 upgrade,apple software,79.99
2028,jumpstart advanced 3rd grade ( pc/mac ) knowledge adventure,,19.99
2029,m-audio pro tools m-powered mpowered 7.3 software music production software,,249.0
2030,pinnacle mobile media converter software for windows ipod software,,29.95
2031,now software nuw45e1k now up-to-date & contact for windows,now software,114.99
2032,punch software 41100 punch ! home design architectural series 18,punch software,118.99
2033,avid liquid 7.0 professional video editing software for windows professional editing software,,439.95
2034,global software a2649m2h rainbow fish & the whale win 95 98 me xp/mac 8.6-9.x ( classic ) x v10 .1 or higher,global-software-publishing,8.79
2035,global software a0447jch dk smart steps 2nd grade win 95 98 me 2000 xp vista,,9.08
2036,tlc arthur 's kindergarten learning system ( pc ) encore,,19.95
2037,quicken home and business 2007 ( pc ) intuit,,89.99
2038,global software a8641jch dk smart steps first grade win 95 98 me 2000 xp vista,,9.08
2039,apple software m9301z/b soundtrack v1 .2,apple software,199.0
2040,global software a2663m2h amazing animals w/zoofari games win 95 98 me xp/mac 8.6-9.x ( classic ) x v10 .1 or higher,,8.79
2041,global software a1826m2w dk amazing animals 1.1 win 95 98 2000 xp vista,global-software-publishing,9.08
2042,global software a7163jcw kakuro puzzle addict unlimited edition dvd movie,global-software-publishing,8.79
2043,global software a2960jcw sudoku puzzle addict : unlimited edition win 98 me 2000 xp,,8.79
2044,global software a9716jcw crossword addict win 95 98 me 2000 xp,global-software-publishing-north-america-inc,8.79
2045,global software a2991m2w sudoku puzzle addict ( win 98 me 2000 xp ),global-software-publishing-north-america-inc,8.79
2046,global software a0454jch dk smart steps 3rd grade win 95 98 me 2000 xp vista,global-software-publishing,9.08
2047,global software a4124m2h dk exotic animals africa win 95 98 2000 xp,global-software-publishing,9.08
2048,simply put software llc de905-s data elminator ( win 95 98 me nt 2000 xp ),simply-put-software,34.97
2049,adobe premiere pro cs3 video editing software for windows professional editing software,,798.95
2050,onone software pxe-11433 pxl smartscale elect 1-user english mac/win,onone software,158.99
2051,simply put software llc gs905-s got ta sing ( win 95 98 me nt 2000 xp/mac 10.0 or higher ),simply-put-software,34.97
2052,garageband jampack rhythm section ( mac ) apple,,99.99
2053,steinberg nuendo 3 music production software,,1999.99
2054,visual studio pro 2005 upgrade ( pc ) microsoft,,549.0
2055,instant immersion spanish deluxe 2.0 topics,,39.99
2056,magellan mapsend lakes usa south,,99.95
2057,adobe premiere elements 3 ( pc ),,99.99
2058,apple appleworks 6.2.9 ( mac ),,79.99
2059,sony creative software sf9006 sound forge 9 boxed upgrade sound editing s/w,,127.97
2060,mcafee virusscan plus 2007 ( pc ),,39.99
2061,microsoft word 2007 upgrade ( pc ),,109.95
2062,microsoft windows vista business ( pc ),,299.99
2063,microsoft excel 2007 ( pc ),,229.95
2064,middle school life science classification & ecology ( pc/mac ) fogware,,9.99
2065,cosmi talking math for kids,,4.99
2066,readiris pro 11 corporate edition for pc,,349.99
2067,mavis beacon teaches typing 17 standard ( pc/mac ) encore,,19.99
2068,elementary advantage 2008 encore,,39.95
2069,adventure workshop 1st-3rd grade . 8th edition ( pc ) encore,,19.95
2070,microsoft money 2007 home and business ( pc ),,89.99
2071,perfect attorney premium ( pc ) cosmi,,29.99
2072,adobe flash cs3 professional ( mac ),,699.0
2073,print workshop 2007 ( pc ) valusoft,,19.99
2074,ringtone media studio ( pc ) avanquest,,19.99
2075,quickbooks simple start 2007 intuit,,99.99
2076,dr. seuss reading learning system 2008 encore,,19.95
2077,scholastic brain play preschool to 1st grade topics,,19.99
2078,microsoft office visio standard 2007 ( pc ),,249.95
2079,microsoft onenote 2007 upgrade ( pc ),,79.95
2080,elementary school english literature basics ( pc/mac ) fogware,,9.99
2081,microsoft office 2004 for students and teachers ( mac ),,134.99
2082,instant immersion spanish 2.0 topics,,19.99
2083,microsoft windows xp professional edition ( upgrade ),,199.99
2084,sony media manager for psp ( 98598 ),sony-computer-entertainment,24.99
2085,national geographic photo gallery topics,,9.95
2086,fun for kids featuring disney preschool to kindergarten topics,,29.99
2087,network now ! pro ( pc ) encore,,39.99
2088,adobe illustrator cs3 ( mac ),,599.0
2089,professor teaches windows xp individual software,,19.99
2090,middle school success deluxe 2008 ( pc/mac ) topics,,49.99
2091,jumpstart advanced 1st grade knowledge adventure,,19.99
2092,mcafee internet security suite 2007 3-user ( pc ),,89.99
2093,zonealarm internet security suite 2007 ( pc ) zonelabs,,49.99
2094,microsoft onenote 2007 ( pc ),,99.95
2095,elementary school space the universe ( pc/mac ) fogware,,9.99
2096,vegas + dvd sony,sony-pictures-digital-entertainment,899.99
2097,podmaxx '07 eb carlson,,29.99
2098,human body 360 megasystems,,29.99
2099,learning quickbooks ( pc ) intuit,,39.99
2100,magix webradio recorder ( pc ) magix entertainment,,24.99
2101,microsoft office outlook 2007,,109.95
2102,apple software t9164ll/a logic express 6,apple software,219.0
2103,print perfect business cards dvd ( pc ) cosmi,,29.99
2104,global software a1055 i love the usa,global software,11.99
2105,high school world history ( pc/mac ) fogware,,9.99
2106,weekly reader mastering elementary & middle school math ( pc/mac ) fogware,,19.99
2107,jumpstart advanced 2nd grade ( pc/mac ) knowledge adventure,,19.99
2108,iwork '06 ( mac ) apple,,79.99
2109,palmspring software 523 oxford american desk dictionary,palmspring software,24.2
2110,punch software professional home design platinum version 10,,99.99
2111,webroot software window washer,,29.99
2112,punch software 41100 punch ! home design architectural series 18,punch software,118.99
2113,punch software 42100 punch ! home design architectural series 18 ( small box ),punch software,119.99
2114,encore software 10538 adventure workshop preschool 7 by the learning company,,17.97
2115,onone software inc. gfs-50211 genuine fractals 5 full 1u,,148.97
2116,encore software 10466 clickart 1.2 million dvd 2006 by broderbund,,41.97
2117,webroot software 54210 desktop firewall,webroot software,26.99
2118,punch software 17100 punch ! super home suite,punch software,45.99
2119,punch software 38100 punch ! super home suite ( small box ),punch software,45.99
2120,digital video & audio prod book,sony creative software,27.99
2121,fisher-price rescue heroes : hurricane havoc,,8.95
2122,instant immersion 33 languages,topics entertainment,43.99
2123,dvd moviefactory 6 plus,,77.32
2124,instant immersion japanese 2.0,,22.43
2125,instant immers german dlux 2.0,,36.11
2126,my maillist & addressbook,,7.69
2127,instant immers italian dlux 2 .,,36.11
2128,production prem cs3 mac upgrad,,808.15
2129,premiere pro cs3 mac,,808.15
2130,instant immers spanish dlux 2,,36.11
2131,instant immersion 33 languages,,47.36
2132,instant immers japanese dlx 2 .,,36.11
2133,sibelius sibelius 5 software music production software,sibelius-software-ltd .,449.95
2134,microsoft office visio standard 2007 upgrade ( pc ),,129.95
2135,sibelius sibelius 5 software educational discount music production software,sibelius-software-ltd .,248.95
2136,microsoft mappoint 2006 with gps locator ( pc ),,349.99
2137,weekly reader preparing for kindergarten 2008 ( pc/mac ) fogware,,19.99
2138,transfer my dvd avanquest usa,,29.95
2139,premiere pro cs3 mac upgrade,,320.25
2140,quicken 2007 deluxe win cd,intuit,57.99
2141,encore software 10548 encore tlc zoombinis 3rd grade learning system 2007 complete product educational 1 user complete product standard pc mac,encore-software-inc,17.97
2142,instant immersion italian 2.0,topics entertainment,20.99
2143,quicken 2007 premier win cd,intuit,73.99
2144,f-secure internet security 2007 3 pcs ( global marketing partners ),global-marketing-partners,63.35
2145,hallmark blank greeting cards half-fold matte premium 20 count ( 2050xf ),,14.39
2146,virusbarrier x4 10.4 for mac-10 users ( vbx4-10u ),,316.75
2147,merriam-webster 's dictionary ( win/mac ) ( jewel case ) ( 10462 ),,9.59
2148,family tree maker version 16 deluxe ( 10870 ),,57.59
2149,instant architect design suite ( 00ids510cc ),,28.79
2150,axis network camera 213 ptz digital video camera 0220-004 ( 0220-004 ),axis-communication-inc .,1420.79
2151,media studio for psp standard editon ( 800060 ),,47.99
2152,geometry ( win/mac ) ( jewel case ) ( 10158 ),,9.59
2153,microspot interiors ( ints3 .6 sb ),,95.95
2154,microsoft windows server 2003 client additional license for devices 5 pack ( 823930 ),,158.39
2155,cross stitch design studio ( jewel case ) ( 8006 ),m-and-r-technologies,9.59
2156,microsoft windows terminal server 2003 client additional license for users - 5 user ( 824048 ),,719.04
2157,poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 ),,9.59
2158,route 66 mobile 7 usa/cdn for windows mobile 5 ( usa-7100-wms ),,143.04
2159,starry night galaxy explorer ( pc & mac ) ( snge-5-c1u ),,9.59
2160,world of rainbow fish ( a9839m2h ),global-software-publishing,19.19
