id,title,authors,venue,year
331,continuously adaptive continuous queries over streams,"s madden , m shah , j hellerstein , v raman",sigmod conference,2002
332,an adaptive peer-to-peer network for distributed caching of olap results,"p kalnis , w ng , b ooi , d papadias , k tan",sigmod conference,2002
333,design and implementation of rmp - a virtual electronic market place,"s boll , w klas , b battaglin",sigmod record,1998
334,a componentized architecture for dynamic electronic markets,"b reich , i ben-shaul",sigmod record,1998
335,efficient integration and aggregation of historical information,"m riedewald , d agrawal , a abbadi",sigmod conference,2002
336,archiving scientific data,"p buneman , s khanna , k tajima , w tan",sigmod conference,2002
337,adept : an agent-based approach to business process management,"n jennings , t norman , p faratin",sigmod record,1998
338,xquery : a query language for xml,,,2003
339,a workflow-based electronic marketplace on the web,"a dogac , i durusoy , s arpinar , n tatbul , p koksal , i cingil , n dimililer",sigmod record,1998
340,guest editor 's introduction,,,1998
341,the lowell report,"j gray , h schek , m stonebraker , j ullman",sigmod conference,2003
342,panel : querying networked databases,"n koudas , d srivastava",sigmod conference,2003
343,ipsofacto : a visual correlation tool for aggregate network traffic data,"f korn , s muthukrishnan , y zhu",sigmod conference,2003
344,an anonymous electronic commerce scheme with an off-line authority and untrusted agents,"j domingo-ferrer , j herrera-joancomartэ",sigmod record,1998
345,discovering internet marketing intelligence through online analytical web usage mining,"a bќchner , m mulvenna",sigmod record,1998
346,plastic : reducing query optimization overheads through plan recycling,"v sengar , j haritsa",sigmod conference,2003
347,rolex : relational on-line exchange with xml,"p bohannon , x dong , s ganguly , h korth , c li , p narayan , p shenoy",sigmod conference,2003
348,videoanywhere : a system for searching and managing distributed video assets,"a sheth , c bertram , k shah",sigmod record,1999
349,query by humming - in action with its technology revealed,"y zhu , d shasha , x zhao",sigmod conference,2003
350,rainbow : multi-xquery optimization using materialized xml views,"x zhang , k dimitrova , l wang , m el-sayed , b murphy , b pielech , m mulchandani , l ding , e rundensteiner",sigmod conference,2003
351,report on the 13th brazilian symposium on database systems ( sbbd ' 98 ),,,1999
352,timber : a native system for querying xml,"s paparizos , s al-khalifa , a chapman , h jagadish , l lakshmanan , a nierman , j patel , d srivastava , n wiwatwattana , y wu , c yu",sigmod conference,2003
353,the oasis multidatabase prototype,"m roantree , j murphy , w hasselbring",sigmod record,1999
354,lockx : a system for efficiently querying secure xml,"s cho , s amer-yahia , l lakshmanan , d srivastava",sigmod conference,2003
355,building database-driven electronic catalogs,s danish,sigmod record,1998
356,trex : dtd-conforming xml to xml transformations,"a zhou , q wang , z guo , x gong , s zheng , h wu , j xiao , k yue , w fan",sigmod conference,2003
357,nsf workshop on industrial/academic cooperation in database systems,,,1999
358,irisnet : internet-scale resource-intensive sensor services,"a deshpande , s nath , p gibbons , s seshan",sigmod conference,2003
359,"sql : 1999 , formerly known as sql 3","a eisenberg , j melton",sigmod record,1999
360,telegraphcq : continuous dataflow processing,"s chandrasekaran , o cooper , a deshpande , m franklin , j hellerstein , w hong , s krishnamurthy , s madden , f reiss , m shah",sigmod conference,2003
361,semantic integration of environmental models for application to global information systems and decision-making,d mackay,sigmod record,1999
362,pix : exact and approximate phrase matching in xml,"s amer-yahia , m fernandez , d srivastava , y xu",sigmod conference,2003
363,stream : the stanford stream data manager,"a arasu , b babcock , s babu , m datar , k ito , i nishizawa , j rosenstein , j widom",sigmod conference,2003
364,semantic and pedagogic interoperability mechanisms in the ariadne educational repository,"e forte , f haenni , k warkentyne , e duval , k cardinaels , e vervaet , k hendrikx , m forte , f simillion",sigmod record,1999
365,transparent mid-tier database caching in sql server,"p larson , j goldstein , j zhou",sigmod conference,2003
366,semantic interoperability in global information systems : a brief introduction to the research area and the special section,"a ouksel , a sheth",sigmod record,1999
367,qxtract : a building block for efficient information extraction from plain-text databases,"e agichtein , l gravano",sigmod conference,2003
368,peerdb : peering into personal databases,"b ooi , k tan , a zhou , c goh , y li , c liau , b ling , w ng , y shu , x wang , m zhang",sigmod conference,2003
369,semantic integration of semistructured and structured data sources,"s bergamaschi , s castano , m vincini",sigmod record,1999
370,griddb : a database interface to the grid,"d liu , m franklin , d parekh",sigmod conference,2003
371,semantic interoperability in information services : experiencing with coopware,a gal,sigmod record,1999
372,unpacking the semantics of source and usage to perform semantic reconciliation in large-scale information systems,"k smith , l obrst",sigmod record,1999
373,winmagic : subquery elimination using window aggregation,"c zuzarte , h pirahesh , w ma , q cheng , l liu , k wong",sigmod conference,2003
374,socqet : semantic olap with compressed cube and summarization,"l lakshmanan , j pei , y zhao",sigmod conference,2003
375,semantic video indexing : approach and issue,a hampapur,sigmod record,1999
376,"database tuning : principles , experiments , and troubleshooting techniques ( part ii )","d shasha , p bonnet",sigmod conference,2002
377,dynamic service matchmaking among agents in open information environments,"k sycara , m klusch , s widoff , j lu",sigmod record,1999
378,"database tuning : principles , experiments , and troubleshooting techniques ( part i )","d shasha , p bonnet",sigmod conference,2002
379,contextualizing the information space in federated digital libraries,"m papazoglou , j hoppenbrouwers",sigmod record,1999
380,efficient materialization and use of views in data warehouses,"m souza , m sampaio",sigmod record,1999
381,rate-based query optimization for streaming information sources,"s viglas , j naughton",sigmod conference,2002
382,agent-based semantic interoperability in infosleuth,"j fowler , b perry , m nodine , b bargmeyer",sigmod record,1999
383,a study on data point search for hg-trees,"j kuan , p lewis",sigmod record,1999
384,hd-eye : visual clustering of high dimensional data,"a hinneburg , d keim , m wawryniuk",sigmod conference,2002
385,design principles for data-intensive web sites,"s ceri , p fraternali , s paraboschi",sigmod record,1999
386,gea : a toolkit for gene expression analysis,"j phan , r ng",sigmod conference,2002
387,going public : open-source databases and database research,p bonnet,sigmod conference,2002
388,data streams : fresh current or stagnant backwater ? ( panel ),"j hellerstein , j widom",sigmod conference,2002
389,database research at the university of oklahoma,"l gruenwald , l brown , r dirckze , s guinepain , c sсnchez , b summers , s vanichayobon",sigmod record,1999
390,gigascope : high performance network monitoring with an sql interface,"c cranor , y gao , t johnson , v shkapenyuk , o spatscheck",sigmod conference,2002
391,an overview and classification of mediated query systems,"r domenig , k dittrich",sigmod record,1999
392,distributing queries over low-power wireless sensor networks,"s madden , j hellerstein",sigmod conference,2002
393,dbxplorer : enabling keyword search over relational databases,"s agrawal , s chaudhuri , g das",sigmod conference,2002
394,cubeexplorer : online exploration of data cubes,"j han , j wang , g dong , j pei , k wang",sigmod conference,2002
395,acdn : a content delivery network for applications,"p karbhari , m rabinovich , z xiao , f douglis",sigmod conference,2002
396,on multi-resolution document transmission in mobile web,"s yau , h leong , d mcleod , a si",sigmod record,1999
397,dbcache : database caching for web application servers,"m altinel , q luo , s krishnamurthy , c mohan , h pirahesh , b lindsay , h woo , l brown",sigmod conference,2002
398,"towards adaptive workflow systems , cscw-98 workshop report",,,1999
399,cougar : the network is the database,"w fung , d sun , j gehrke",sigmod conference,2002
400,"commix : towards effective web information extraction , integration and query answering","t wang , s tang , d yang , j gao , y wu , j pei",sigmod conference,2002
401,an ebxml infrastructure implementation through uddi registries and rosettanet pips,"a dogac , y tambag , p pembecioglu , s pektas , g laleci , g kurt , s toprak , y kabak",sigmod conference,2002
